ID,Collection_year,Genus,Open_nomenclature,Species,Dataset,SV_ratio,S,K_mean,K_var,K_skew,K_kurt,H_mean,H_var,H_skew,H_kurt,k2_mean,k2_var,k2_skew,k2_kurt,k1_mean,k1_var,k1_skew,k1_kurt,K_tip_mean,K_tip_var,K_tip_skew,K_tip_kurt,H_tip_mean,H_tip_var,H_tip_skew,H_tip_kurt,k2_tip_mean,k2_tip_var,k2_tip_skew,k2_tip_kurt,k1_tip_mean,k1_tip_var,k1_tip_skew,k1_tip_kurt,FD,br_length_mean,br_length_var,br_rate_mean,br_rate_var,br_spacing_v1_mean,br_spacing_v1_var,br_spacing_v2_mean,br_spacing_v2_var,da_mean,da_var,db_mean,db_var,dc_mean,dc_var,b_angle_mean,b_angle_var,da_avg_mean,d_avg_var
18Oki10,2018,Acropora,aff.,cytherea,Training,4.15946605,0.242883667,-4.276195993,6607.453195,1.142557831,7.878146049,1.140164922,37.45297788,0.279814722,3.322488743,-5.139280864,47.63472457,-0.383103841,3.396098077,7.398949935,52.92274423,0.65962056,3.293479716,8.57781733,10505.21048,1.354622906,7.465640045,3.242837263,46.68153431,0.307884256,3.04826652,-3.419518749,58.43608543,-0.235646214,3.273571848,9.85851009,62.14342842,0.599103936,3.214241756,2.347860881,0.852610621,0.255099598,0.689604037,0.148449717,0.439773946,0.018214444,0.54480212,0.02525433,0.797617655,0.132988386,0.377572516,0.058880705,0.213042341,0.082972076,1.176835635,0.163623967,0.825294189,0.153387019
18Oki11,2018,Acropora,aff.,cytherea,Training,3.292598722,0.321656946,-2.917930348,6554.503027,1.00450992,7.94789941,1.150936656,38.67839614,0.147518334,3.293799952,-5.079676646,51.01028439,-0.632837294,3.52669319,7.368507304,54.73842796,0.717213909,3.409554872,4.734383641,6854.656587,1.301865146,7.848283802,2.189931733,39.55679228,0.210877158,3.140118747,-3.815544948,50.06331997,-0.511118609,3.498736218,8.164832069,54.80931918,0.653203355,3.183591002,2.255412853,0.882306656,0.271487693,0.68782039,0.120822024,0.426100556,0.023551945,0.593198947,0.068407795,0.986581995,0.163109552,0.525168407,0.202499453,0.355215607,0.28243838,1.151118096,0.234953408,0.91383557,0.176797735
18Oki12,2018,Acropora,aff.,cytherea,Training,7.166445342,0.189375732,-5.268063729,12101.49434,1.09490731,8.038566383,1.737599405,48.51117394,0.351632851,3.379787386,-5.412952293,62.36671026,-0.317628625,3.316460132,8.865042034,69.81695448,0.720245196,3.401428796,2.245517438,24033.71969,0.748741482,6.687551857,4.080949365,65.48869574,0.179290148,3.022086206,-4.226078562,96.24883921,-0.414646958,3.225389346,12.3710718,82.03109581,0.59553478,3.213218004,2.346621076,0.768212773,0.191457718,0.632735681,0.115570083,0.509520442,0.031384492,0.610811135,0.032177618,0.476155966,0.022886395,0.297863631,0.008106485,0.195684041,0.017664476,1.426375895,0.104085134,0.416579043,0.025561612
18Oki13,2018,Acropora,aff.,bifurcata,Training,7.991407063,0.175455337,-3.431938014,6853.465273,0.969922582,6.690578068,1.926804736,38.78897179,0.257994712,2.965134087,-4.597774701,49.09915303,-0.253681404,3.119590121,8.39689692,53.5488736,0.563990119,3.057065075,12.26492655,11744.8086,0.718234359,5.321706026,4.107370014,50.92341659,-0.162165132,2.824031486,-3.059613188,69.97625546,-0.46976259,3.034789014,11.2254317,62.99807735,0.296563338,3.018417995,2.307132815,0.724281359,0.142046619,0.609290043,0.091507837,0.490933067,0.020876169,0.57271085,0.024949318,0.496743413,0.02194066,0.276200769,0.006673505,0.158617401,0.018063985,1.41567034,0.103982987,0.414542064,0.037716523
18Oki14,2018,Acropora,aff.,bifurcata,Training,7.820302447,0.18108862,-15.92623753,122464.6659,1.063027848,9.385855927,1.708291334,150.1915853,0.074097333,3.579456051,-10.31317756,213.4852468,-0.702528108,3.665272617,13.63501594,213.8981704,0.775311116,3.586577515,-12.91800839,205285.0479,1.051309992,8.82586286,3.72815965,193.2599152,-0.052652605,3.339778769,-10.16572186,279.3606681,-0.604935507,3.377386119,17.51959573,258.7286827,0.592916376,3.36742573,2.32184743,0.713483461,0.155376197,0.596587619,0.101510935,0.472856295,0.027515756,0.563311854,0.028092948,0.501933067,0.029506155,0.310188014,0.006602112,0.251753094,0.004091034,1.295378765,0.12958828,0.458229485,0.039198898
18Oki15,2018,Acropora,aff.,bifurcata,Training,6.29377368,0.183852996,-18.02402791,126836.5305,1.00442613,9.913979012,1.226880679,146.1826713,0.075221215,3.875520584,-10.42402464,212.3917242,-0.871735074,3.979496299,12.80363424,220.1578501,0.907725828,3.775303062,-24.23453964,303178.4693,0.902141212,8.384095652,2.448923837,238.2561415,-0.091867317,3.322039473,-12.69833025,351.0955339,-0.648358138,3.363374261,17.50138995,316.2898521,0.526497126,3.186575167,2.369339926,0.77328278,0.20492536,0.616097914,0.107715038,0.518470356,0.043195311,0.645400653,0.038815157,0.643016853,0.039070589,0.424769555,0.011182409,0.367301335,0.012822809,1.388113053,0.146034506,0.396105961,0.062322979
18Oki16,2018,Acropora,aff.,bifurcata,Training,4.691369625,0.231201917,-15.10099636,92184.38077,0.977229754,8.726497837,1.315325951,133.8408761,0.166853373,3.463679894,-10.09934783,182.1043471,-0.603695183,3.51438604,12.65611934,196.2309094,0.780123031,3.502643305,-18.80983054,215299.4709,0.960540364,8.058311246,2.839268481,206.8430788,0.034552132,3.166987256,-11.4716706,283.1564694,-0.458676645,3.147288387,17.04375744,283.8880555,0.533227967,3.152471133,2.323303385,0.765905327,0.221083491,0.62106275,0.123492027,0.500463118,0.044064662,0.644905107,0.033780513,0.763604898,0.100192017,0.501934284,0.069189064,0.43423478,0.069479509,1.274732737,0.169192625,0.595812625,0.14835213
18Oki17,2018,Acropora,aff.,bifurcata,Training,7.813767534,0.15141148,-15.67265073,139241.1623,1.074740758,10.29862766,1.919063211,150.6412927,0.123820176,3.861834858,-9.930847178,216.8452233,-0.825147577,4.047269588,13.63144197,227.7699673,0.91178016,3.77568261,-11.70659431,280969.8876,0.890091171,8.81471842,4.073365836,219.7892702,-0.111373749,3.462232255,-10.3829769,335.06079,-0.734597685,3.571555523,18.37493139,295.5632143,0.648930323,3.391584734,2.376480846,0.845703104,0.233630462,0.700615246,0.153571621,0.51198067,0.026966708,0.595377641,0.030792455,0.503422168,0.047024047,0.307359746,0.007233234,0.234812605,0.003766006,1.310525019,0.126248782,0.482408912,0.036950863
18Oki18,2018,Acropora,aff.,bifurcata,Training,8.614115032,0.183630875,-13.08989877,98057.37985,0.980320704,8.593486562,1.969744984,136.9550083,0.076353066,3.449414041,-9.635438082,191.2313685,-0.636562266,3.541694835,13.46582086,194.1431849,0.713116166,3.441732906,-3.85825916,147366.5308,0.823387554,7.661038138,4.592407915,166.1077862,-0.102874158,3.230750234,-8.45683583,247.0728948,-0.61062987,3.309548891,17.51041663,214.7906069,0.535419437,3.31964017,2.308052864,0.751296032,0.167634192,0.614277673,0.108162942,0.498975691,0.02013688,0.58974556,0.021899257,0.454331416,0.019770866,0.283803737,0.005309505,0.236741524,0.002813913,1.377448652,0.11847529,0.421063736,0.023258606
18Oki19,2018,Acropora,aff.,hyacinthus,Training,7.351440611,0.200981258,-5.954562268,18456.84975,1.118861923,7.984650585,1.69829739,59.04860992,0.230213763,3.381960671,-6.102250568,80.99338038,-0.425755297,3.351639863,9.438579942,80.75811855,0.664262696,3.327243738,-3.150484332,38757.1829,0.941097635,6.994645349,2.878380023,89.67205858,-0.137129968,3.114848827,-6.684858304,126.4209308,-0.465370779,3.034009006,12.36090996,111.2206555,0.339631923,3.163286284,2.304002589,0.826142485,0.205573368,0.698417059,0.133041921,0.587083723,0.050771875,0.734272213,0.044268958,0.527729209,0.020456397,0.38006095,0.008850913,0.327345367,0.0127497,1.460300386,0.1157272,0.48827324,0.021351748
18Oki20,2018,Acropora,aff.,hyacinthus,Training,5.633177666,0.210720776,-4.100648156,18005.4778,0.916699876,7.805049885,1.286404911,61.66682706,0.268732345,3.279889963,-6.411442013,81.16724316,-0.428975469,3.354358354,8.920710312,87.20481132,0.736917763,3.412553813,-1.924718412,31560.39468,0.861217015,7.438803316,2.055832336,82.80055584,0.045044721,3.141012396,-6.757450171,109.9203609,-0.497517969,3.263192298,10.81131646,114.5545936,0.577226476,3.25359831,2.346337685,0.813737704,0.288769338,0.638459614,0.145446245,0.506774214,0.04158729,0.632432878,0.040121917,0.66262977,0.052118244,0.446351998,0.02341029,0.38157272,0.024987427,1.347962627,0.175821324,0.700722982,0.050132412
18Oki21,2018,Acropora,aff.,hyacinthus,Training,7.941100646,0.178269328,-5.193529473,19814.22995,1.036747687,7.529100963,1.799980478,62.68238151,0.180019558,3.276847058,-6.175092524,87.19394196,-0.412201599,3.238837986,9.714479236,82.83278747,0.60930648,3.262447142,-2.64748336,36731.10528,0.877652221,6.91026114,2.910493698,88.27108808,-0.091382323,3.03956181,-6.562744331,129.3318305,-0.453080135,3.000104809,12.30467109,105.1948216,0.404736598,3.257713504,2.325989558,0.801629016,0.199297397,0.675730462,0.127815427,0.586979754,0.033256973,0.704731811,0.036639607,0.495790878,0.016186672,0.365270173,0.007452254,0.337703935,0.009663633,1.497110363,0.099209699,0.461715855,0.019301903
18Oki22,2018,Acropora,aff.,hyacinthus,Training,4.592880969,0.263555824,-4.905393562,21161.95043,1.100880714,8.150406068,1.116479953,65.69983469,0.220742384,3.352530266,-6.86429626,87.79164038,-0.428951559,3.361370729,9.047799488,90.63468804,0.667741886,3.29972525,-3.551418468,29682.85022,1.008476936,7.584314909,1.900078308,79.55931213,0.091264684,3.151020988,-6.907589856,107.4554692,-0.426273088,3.241524577,10.63664573,105.4849522,0.550452942,3.169031609,2.303429377,0.808387864,0.283825541,0.677113535,0.185683922,0.491168062,0.04655307,0.632650836,0.029644223,0.716881477,0.134120152,0.447010828,0.028111504,0.384227267,0.031744837,1.13535431,0.148143696,0.533161016,0.044439621
18Oki23,2018,Acropora,aff.,hyacinthus,Training,4.46480687,0.23282847,-4.718722669,19602.75556,0.866094558,7.357353092,1.001318199,65.21655054,0.10358888,3.171152697,-6.904015694,92.87815943,-0.443115237,3.129352501,8.852752107,84.35190399,0.596534556,3.317667644,-3.574159446,27657.46986,0.818907493,7.40705455,1.751215501,77.51772165,-0.017319552,3.114965784,-6.864598718,110.402649,-0.516949599,3.139277691,10.29845943,100.2549418,0.542379237,3.28832257,2.29260837,0.801091093,0.251548967,0.646560511,0.135116836,0.576862095,0.07099996,0.734211235,0.068313855,0.84865973,0.089300653,0.570243978,0.045083691,0.533862266,0.059948582,1.350668154,0.142488798,0.555592713,0.051716923
18Oki24,2018,Acropora,aff.,hyacinthus,Training,4.363998325,0.243288387,-11.8834147,84955.70697,0.975937353,8.826918747,1.061847052,127.4306724,0.110193768,3.576212138,-9.855945384,181.9796317,-0.675562975,3.652787004,11.9111442,178.4570049,0.761504145,3.55093728,-10.09073727,119622.0456,0.895658404,8.508110114,2.253108733,148.8400858,0.033968894,3.512024275,-9.492762764,215.8030928,-0.687610356,3.578639902,13.90246772,207.5590355,0.713735431,3.476699481,2.311317838,0.720778332,0.167967831,0.592351642,0.095711194,0.49074955,0.028075136,0.616280487,0.026504095,0.783197215,0.085097892,0.442076735,0.040166785,0.374348598,0.032876173,1.31509867,0.118975718,0.513019612,0.05532834
18Oki25,2018,Acropora,aff.,cytherea,Training,3.465937347,0.240677109,-2.639287069,12034.21793,0.943127565,7.989172654,0.917142844,50.67742293,0.308956939,3.323045433,-5.987991693,67.61634127,-0.428932389,3.48708322,7.828704241,70.26546398,0.70552953,3.28721425,1.059837887,19857.36789,0.815502374,7.501798,2.086221957,64.56896689,0.28373477,3.073707622,-5.548758375,89.80748349,-0.394685362,3.397822818,9.726055379,85.29603108,0.612552242,3.054059418,2.346376798,0.897049774,0.341534476,0.730639031,0.197007016,0.501906587,0.037977078,0.636709014,0.035018287,0.954321782,0.175429363,0.537449027,0.099860161,0.401476572,0.121321787,1.232307598,0.179111148,0.906384373,0.216375636
18Oki26,2018,Acropora,aff.,cytherea,Training,4.432866027,0.227003787,-4.967661449,9384.79232,1.02997483,7.551196546,1.343163931,44.26323081,0.298971179,3.242098711,-5.481411408,56.77054861,-0.307681224,3.271144543,8.14725393,62.63066879,0.649894022,3.259912198,4.885504991,16555.8599,1.115116934,7.129299761,3.218637079,57.83211163,0.295698209,2.998917268,-4.312305239,75.60270645,-0.179741287,3.104792668,10.73203603,77.44137469,0.568331935,3.144397914,2.310997035,0.88313101,0.297259084,0.709379895,0.148140461,0.474712911,0.029022648,0.627448133,0.048689064,0.781693807,0.118835731,0.410933867,0.079791784,0.242032504,0.090145484,1.330953505,0.155684965,0.86022668,0.142086604
18Oki27,2018,Acropora,aff.,cytherea,Training,6.137983162,0.180003595,-4.490554404,8982.892551,1.102810063,7.902923031,1.597429697,44.16389464,0.364801614,3.216091376,-5.16354686,55.57936302,-0.277513306,3.316917947,8.33443515,62.579542,0.677166152,3.238428252,8.069937951,14836.6024,1.223870231,7.324413235,3.703061445,53.10536765,0.254969342,3.03807999,-3.531734467,70.23822067,-0.2543011,3.288188607,10.88175512,69.7294369,0.582211667,3.26736774,2.371703632,0.861435206,0.29271529,0.708567279,0.177954897,0.480337275,0.032404137,0.610455847,0.048648547,0.539987498,0.052822655,0.312790444,0.025228485,0.156370276,0.037471639,1.324199401,0.124173663,0.58783699,0.069374534
18Oki28,2018,Acropora,aff.,cytherea,Training,6.341944673,0.209416922,-5.320038702,11599.485,0.96406268,7.682627107,1.494047957,49.42994944,0.244303527,3.207678343,-5.676731058,64.64369167,-0.368252474,3.265514048,8.629870705,69.11111242,0.653339834,3.309462944,-0.27772865,18875.39279,0.86819237,7.19663623,2.993191005,61.95354704,0.204930374,3.045390436,-4.928884575,84.1104098,-0.34363855,3.182751049,10.90820086,83.78750452,0.625320375,3.296610257,2.323364026,0.811847563,0.232516548,0.675139126,0.155804137,0.549835972,0.047979305,0.703818654,0.064584351,0.587285156,0.056659229,0.373316226,0.020905035,0.267643856,0.030388401,1.439677327,0.112839521,0.534520976,0.05671967
18Oki29,2018,Acropora,aff.,cytherea,Training,4.252666158,0.254273088,-4.117318805,7509.001219,1.111615489,8.418855966,1.149567858,39.19485472,0.114533931,3.493384697,-5.20955597,52.46040919,-0.639555517,3.601418645,7.494596257,55.25851511,0.710159245,3.52015733,3.769736961,15113.33677,0.928947582,7.653028818,3.08430056,54.90905583,0.137524633,3.209342593,-4.233935412,75.55879374,-0.588015743,3.623316559,10.39227473,73.90944883,0.662312285,3.374127678,2.285469833,0.907415376,0.333843566,0.731467135,0.199333153,0.498737314,0.038819677,0.705148748,0.07722676,0.784984239,0.155393909,0.419980658,0.05832764,0.256936029,0.052663592,1.358450315,0.166406354,0.542647619,0.049765228
18Oki30,2018,Acropora,aff.,cytherea,Training,8.056210952,0.14043061,-5.009862466,6591.066647,1.117650665,8.244115495,1.957352532,35.94121708,0.319328858,3.299332465,-4.36658471,45.68948749,-0.420912123,3.53510934,8.26965243,52.64616176,0.663758953,3.202766729,11.87410589,12350.18188,1.169251036,6.779379581,4.61871172,43.81320565,0.215857792,3.075058797,-2.267921421,60.89554205,-0.341179944,3.420801677,11.48843087,56.02814442,0.550761827,3.242067306,2.370375676,0.831911146,0.258156764,0.684323293,0.157655729,0.488950568,0.023485259,0.593420146,0.024565121,0.453597668,0.025697026,0.257302674,0.013024848,0.121734561,0.021075267,1.382191207,0.08480458,0.388178702,0.042182028
18Oki31,2018,Acropora,aff.,bifurcata,Training,6.392775026,0.185830564,-7.268406858,30849.96681,0.921852774,8.326166425,1.728479528,76.62037419,0.277803899,3.253166503,-6.991460711,106.5350177,-0.401539105,3.369924173,10.36719519,106.1968029,0.734071651,3.436431873,-3.591941048,79760.93598,1.044370862,8.327588756,3.719074628,116.8485576,0.027663732,3.185381598,-7.100031151,173.4795836,-0.419990483,3.19793829,14.40418919,148.8568755,0.53419908,3.270521316,2.363736422,0.76706001,0.183502533,0.619498921,0.106037526,0.520964059,0.034079619,0.647346931,0.033894526,0.610537309,0.053413931,0.358790199,0.012975002,0.282246945,0.02148483,1.470874776,0.103075005,0.544377333,0.049173219
18Oki32,2018,Acropora,aff.,bifurcata,Training,6.315787073,0.175625513,-5.567114547,13717.44135,0.979502726,7.483892302,1.496864824,53.90456992,0.334630305,3.156272949,-5.941365205,70.35937568,-0.254749181,3.185158947,8.888912122,74.63589825,0.660070432,3.237080485,1.001128448,25150.01494,0.792347903,6.841106419,3.342505549,72.22993234,0.043474834,2.934157456,-5.208822726,101.6161577,-0.403854241,3.066909578,11.8174743,93.04109261,0.506137589,3.208312069,2.322392776,0.800441795,0.210857182,0.654938327,0.122131125,0.54567909,0.032326348,0.691447066,0.038922567,0.58603068,0.050818561,0.335200174,0.011562872,0.247519768,0.019223238,1.388708865,0.122465589,0.541058495,0.063112819
18Oki33,2018,Acropora,aff.,bifurcata,Training,5.808141534,0.20807835,-4.113006068,6976.229117,0.87226769,6.440375579,1.353138426,40.23874899,0.187155781,2.974518679,-5.183318142,53.30252628,-0.304984341,3.021762333,7.853333673,53.02213059,0.534133144,3.084347791,0.74810724,10914.08817,0.823068694,6.223252819,2.891981768,48.83548022,-0.00304441,2.94560049,-4.318079532,67.24452593,-0.451586786,3.081877946,10.03566722,62.87658618,0.47042603,3.120703824,2.317540293,0.830186422,0.191986935,0.694676911,0.119380515,0.538364815,0.030329979,0.761043911,0.070619864,0.582131409,0.031848382,0.401396371,0.017463403,0.345781586,0.030160861,1.457577795,0.113273123,0.463112728,0.046555436
18Oki34,2018,Acropora,aff.,bifurcata,Training,6.295382473,0.24562757,-8.768998773,48970.36885,1.228673145,8.704578612,1.396669302,97.95809769,0.159863586,3.268176679,-8.478363817,134.1198828,-0.371808224,3.24737555,11.20371243,128.8037807,0.60306555,3.315106316,-4.738252929,82469.65609,1.077467519,8.153523739,2.712946812,127.6866985,-0.073458663,3.161097828,-8.349029473,188.0886531,-0.484326738,3.197008246,13.70858202,153.2271623,0.453590236,3.260526416,2.289928899,0.726024711,0.181217822,0.587008021,0.088344965,0.521430629,0.055150919,0.740613274,0.040502388,0.623991972,0.027802737,0.443123531,0.019215317,0.37778742,0.030556256,1.498120861,0.150465836,0.441827901,0.035019903
18Oki35,2018,Acropora,aff.,bifurcata,Training,4.444899996,0.218111731,-20.51210535,154364.2331,1.130082817,9.61049852,1.460294408,167.8687935,0.094990321,3.564476966,-11.38197339,233.4978496,-0.65498777,3.65393803,14.20261176,239.7579801,0.751503194,3.575049344,-18.8490797,233580.6144,1.15208423,9.235034781,3.104516492,206.0236245,0.042686488,3.379403453,-11.22657352,293.8871995,-0.560839256,3.412592392,17.29575136,279.7712239,0.647663122,3.4454221,2.324467707,0.797158621,0.231280642,0.638667785,0.129617939,0.438449529,0.019197368,0.5398895,0.017660251,0.803221098,0.20359657,0.387090686,0.049687658,0.303976303,0.034653582,1.211698779,0.165190804,0.712664309,0.239167567
18Oki36,2018,Acropora,aff.,bifurcata,Training,8.970570343,0.156737448,-20.39042608,154787.856,1.056474088,8.450473032,2.074942702,173.2733504,0.060986119,3.31526459,-11.23193973,244.1950727,-0.536073969,3.37792363,15.27864548,232.0352869,0.611769225,3.307783522,-19.52375264,193690.6537,0.87732411,7.779535805,3.294986508,194.604289,-0.133854045,3.218424895,-10.89045255,293.4467873,-0.583183949,3.235065505,17.3565833,240.5346935,0.466790708,3.299890213,2.322317742,0.701736905,0.163035713,0.566363533,0.086909116,0.458612265,0.025170472,0.63565146,0.034675661,0.474872548,0.024942594,0.312230151,0.005898755,0.29256564,0.00679935,1.534779871,0.090463769,0.373058369,0.033279068
19Oki12,2019,Acropora,aff.,bifurcata,Testing,7.609068781,0.207884419,-7.605191392,58630.1834,0.874271397,8.214390487,1.820624966,108.7072806,0.164807677,3.373136005,-8.393224305,151.1190077,-0.610647299,3.554749749,11.97450256,154.0625463,0.743298253,3.436862764,0.442930974,91934.36056,0.678518583,7.459956712,4.076699614,132.6668799,-0.09136251,3.274053776,-7.3426954,201.999044,-0.730452941,3.54345579,15.38441231,171.9241001,0.610713268,3.367365743,2.306750095,0.657469623,0.118128537,0.546428779,0.071336759,0.434382458,0.020758997,0.532615936,0.023553288,0.425009503,0.01999473,0.276238928,0.004735482,0.239019358,0.005283861,1.361098485,0.10346975,0.426153521,0.03245644
19Oki13,2019,Acropora,aff.,hyacinthus,Testing,5.722364606,0.245080053,-5.219749323,21995.08268,1.063370869,7.748607504,1.482084449,66.73299982,0.319921871,3.261351365,-6.655751678,87.35899203,-0.249554798,3.209057456,9.551763094,92.29760731,0.657918051,3.289952916,1.704367138,47996.32528,1.011707846,7.099272739,3.450644509,97.88087585,0.07727895,2.990503471,-6.400194009,133.3522427,-0.259747704,2.975907497,13.19917219,126.6796102,0.44486704,3.145611113,2.292537195,0.867685927,0.225108434,0.71096415,0.130262728,0.570420935,0.030869964,0.692467823,0.018659028,0.689129243,0.078640339,0.37461386,0.007740588,0.320121779,0.008562592,1.368397907,0.0936809,0.596771406,0.059107699
19Oki14,2019,Acropora,aff.,bifurcata,Testing,9.310700508,0.20870554,-26.5790369,377183.4342,1.517794739,11.13004038,1.55008858,254.4008598,-0.119860003,3.724668173,-14.0361265,361.3216057,-0.696072693,3.653238553,17.0590706,341.5712852,0.602837996,3.583478005,-29.95190818,628587.6915,1.379353224,10.14499013,3.694151149,326.7784438,-0.195076853,3.47753767,-14.191725,485.656448,-0.57382097,3.260052553,21.50563448,412.5886075,0.474209994,3.566828493,2.299160101,0.667452991,0.140828093,0.536067611,0.074994791,0.420500834,0.016102772,0.480087205,0.018136968,0.416816396,0.012546014,0.274578173,0.003699696,0.239144747,0.002333052,1.367013632,0.094401534,0.388123076,0.018411924
19Oki15,2019,Acropora,aff.,hyacinthus,Testing,7.26573676,0.223372937,-4.78097385,17437.91309,1.11818878,7.802833565,1.724160931,58.8213869,0.346680597,3.348623031,-5.924480476,79.43723156,-0.288935102,3.287606292,9.336526694,78.89782694,0.666465957,3.278137148,4.374669427,32573.34851,0.944874049,6.365847551,3.674119094,82.79064173,-0.00276339,2.965173018,-5.454637199,120.1707206,-0.363653055,3.010139782,12.71846384,95.84721888,0.388896316,3.156447794,2.267737923,0.910671403,0.218839372,0.750277831,0.123736084,0.620311648,0.028281642,0.709081944,0.016356638,0.538693131,0.014701702,0.351737622,0.004745828,0.283594706,0.011661515,1.37631832,0.086591814,0.474105128,0.015465632
19Oki16,2019,Acropora,aff.,hyacinthus,Testing,5.615969117,0.267038184,-4.217097185,12256.81988,1.111352873,7.384685563,1.346017388,50.54923149,0.21618932,3.316024687,-5.79543819,68.81867,-0.384457367,3.197181793,8.459453692,66.79257676,0.610184716,3.267552122,1.594736418,20226.2658,0.86903258,5.926009917,3.088629003,67.32132143,0.040957876,2.889245913,-5.201476174,94.594738,-0.31009605,2.825341953,11.31346987,80.21932821,0.412182307,3.10701769,2.290925614,0.811489666,0.193446435,0.687483919,0.131273425,0.564882958,0.029612597,0.708778974,0.028302007,0.720757878,0.060308015,0.418837933,0.010958367,0.366008004,0.018929068,1.380028467,0.107257802,0.663391539,0.061201497
19Oki17,2019,Acropora,aff.,cytherea,Testing,9.462885851,0.182892001,-12.205915,47079.27714,1.065618657,9.383431215,2.454693548,91.22944524,0.226545739,3.678287464,-7.331129342,122.9378486,-0.749021457,3.973468875,12.11539298,142.4298653,0.925070955,3.814251674,9.339049731,85505.37193,0.75880362,7.864691752,5.874689353,114.9106729,-0.052343809,3.528230618,-5.246666609,177.9025196,-0.880298187,3.985969016,16.82680519,162.1445097,0.8047438,3.644204321,2.29466774,0.726537631,0.191633909,0.594407324,0.120296002,0.432150586,0.022639066,0.518016443,0.029208959,0.375010292,0.017753673,0.223758498,0.004197911,0.173253882,0.003748263,1.471576639,0.126546471,0.36738278,0.022630296
19Oki18,2019,Acropora,aff.,cytherea,Testing,6.966131147,0.195659559,-4.030309055,10542.84088,0.961987622,6.907134937,1.69379108,46.47123732,0.350890718,3.061607044,-5.265774518,62.92824725,-0.187095202,3.136765722,8.637521589,61.28342605,0.557606671,3.002942692,4.537011969,18228.87009,0.858878121,6.054779198,3.275464942,59.7860343,0.223573155,2.805513027,-4.401735536,88.21046296,-0.198787174,2.899540038,10.94589924,70.08884035,0.43259151,2.969227137,2.326491921,0.753943188,0.202136047,0.627753868,0.128158697,0.501728074,0.035620643,0.632958627,0.036397276,0.564149709,0.047188896,0.346875283,0.020201347,0.265596934,0.028593508,1.390424044,0.130194938,0.522490256,0.039206286
19Oki20,2019,Acropora,aff.,bifurcata,Testing,7.454521113,0.193237245,-11.16395171,92129.91688,0.859398795,8.257324956,1.742681425,135.9841418,0.181926565,3.353946277,-9.637303128,192.1129494,-0.579306238,3.473203691,13.04286779,187.4941273,0.728304223,3.420966723,-11.07616758,122695.2933,0.766276793,8.215215218,3.161631929,150.6419545,0.095782513,3.328393037,-8.972936454,222.2655271,-0.630933813,3.536007677,15.21828123,204.5187893,0.712004656,3.523552033,2.364520941,0.658293029,0.149599374,0.540264889,0.083162491,0.417126159,0.018526777,0.525997427,0.019619079,0.464510543,0.028136741,0.323034874,0.011897797,0.269383976,0.008051414,1.296965407,0.127053954,0.362937312,0.029345688
19Oki22,2019,Acropora,aff.,bifurcata,Testing,8.60774162,0.164029046,-15.99695146,139992.0236,0.986099601,9.163644902,1.975980674,159.840492,0.112740911,3.574559953,-10.38849244,227.4880175,-0.676445309,3.672803967,14.22294984,226.8256025,0.795109518,3.647339389,-17.65202926,312934.2422,0.840774063,9.218288972,4.465846112,222.7939625,-0.019357941,3.588607641,-10.2771181,344.5480594,-0.739919675,3.687898895,19.03250662,300.9843175,0.786508817,3.750592213,2.363232817,0.74537675,0.198879724,0.600704547,0.116385228,0.452821263,0.022043806,0.562664651,0.031091971,0.476696902,0.026559886,0.285845227,0.006204981,0.226093689,0.004446165,1.373118237,0.123590462,0.334241292,0.033153764
19Oki23,2019,Acropora,aff.,bifurcata,Testing,8.320009304,0.175364825,-16.92323888,141245.0398,1.059268847,9.077198613,2.077923823,163.6153823,0.051253,3.467782377,-10.54821655,236.2941343,-0.657753316,3.553708216,14.60771992,223.7107206,0.715062185,3.511482122,-10.55071954,230431.4118,0.920613842,8.595335782,4.332001425,204.6645394,-0.117965541,3.365964755,-9.8710137,313.8948641,-0.666179251,3.408166174,18.43421183,255.8376604,0.601977452,3.550643434,2.303066578,0.724319092,0.189302202,0.606758983,0.126483309,0.47757815,0.032947264,0.554734865,0.040053736,0.504725716,0.036756623,0.286634035,0.006628514,0.234763377,0.003786804,1.3240782,0.114148615,0.459340821,0.032726369
19Oki24,2019,Acropora,aff.,hyacinthus,Testing,6.776481213,0.226363793,-10.45619063,93605.0941,1.032840199,8.519994343,1.51256497,134.4153621,0.002184056,3.557301339,-9.640451126,194.2422122,-0.682545073,3.509613316,12.599813,183.6942233,0.656110845,3.381820059,-4.210504047,163339.6352,0.916612047,7.246352259,3.482757808,187.7668535,-0.256002604,3.16681469,-10.11073955,268.974235,-0.554335236,3.070261001,16.96666584,230.1403445,0.289036748,3.166182817,2.298678725,0.868773983,0.197529073,0.715980592,0.118986585,0.586649041,0.025294978,0.716452396,0.031209919,0.560093619,0.023756973,0.372424229,0.005816367,0.305895576,0.004385041,1.413672994,0.103427387,0.411684306,0.044081774
