"ID"	"Collection_year"	"Genus"	"Open_nomenclature"	"Species"	"Dataset"	"SV_ratio"	"K_kurt"	"H_mean"	"H_skew"	"K_tip_kurt"	"H_tip_kurt"	"k2_tip_skew"	"k1_tip_skew"	"br_length_mean"	"br_rate_mean"	"b_angle_mean"	"b_angle_var$x.t"	"br_length_var$x.t"	"br_rate_var$x.t"	"br_spacing_v1_mean$x.t"	"br_spacing_v1_var$x.t"	"br_spacing_v2_mean$x.t"	"br_spacing_v2_var$x.t"	"d_avg_var$x.t"	"da_avg_mean$x.t"	"da_mean$x.t"	"da_var$x.t"	"db_mean$x.t"	"db_var$x.t"	"dc_mean$x.t"	"dc_var$x.t"	"FD$x.t"	"H_tip_mean$x.t"	"H_tip_skew$x.t"	"H_tip_var$x.t"	"H_var$x.t"	"H_kurt$x.t"	"K_mean$x.t"	"K_skew$x.t"	"K_tip_mean$x.t"	"K_tip_skew$x.t"	"K_tip_var$x.t"	"K_var$x.t"	"k1_kurt$x.t"	"k1_mean$x.t"	"k1_skew$x.t"	"k1_tip_kurt$x.t"	"k1_tip_mean$x.t"	"k1_tip_var$x.t"	"k1_var$x.t"	"k2_kurt$x.t"	"k2_mean$x.t"	"k2_skew$x.t"	"k2_tip_kurt$x.t"	"k2_tip_mean$x.t"	"k2_tip_var$x.t"	"k2_var$x.t"	"S$x.t"
"15Oki12"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	8.22376662	8.249425678	1.677731776	0.018203411	8.125084011	3.403305866	-0.741874427	0.61045449	0.72219137	0.604824973	1.360570103	-1.42535463123459	-1.59199949114995	-1.12742541221164	-0.118835850403299	-0.925368235754593	-0.512775873815053	-0.103970614855343	-1.14655039519122	-0.32848098462451	-0.779087254415323	-1.02554697634912	-0.717650238259779	-1.20105535440021	-0.22198658770862	-1.3988811741891	0.22198658770862	1.07185807450225	-2.0481986310469	0.717650238259779	1.13409009800807	-0.362387276392786	-0.674489750196082	-0.36352034712513	-0.409788182741306	-0.608713434837725	0.856191448532455	1.07185807450225	-0.187394478615095	1.27388915415147	-0.542069793611668	1.13409009800807	0.958446141010784	0.591696181440478	1.13409009800807	-0.0691495744395076	-1.07185807450225	-0.118835850403299	0.503582780617956	-0.512775873815053	0.856191448532455	1.13409009800807	-1.87428844439684
"15Oki13"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	5.439675075	7.891119169	1.271589047	0.106687332	7.225729247	3.161778497	-0.617301314	0.546324551	0.725448046	0.600321547	1.357816011	0.772309073044715	-1.01822564333701	-0.826479288017908	0.118835850403299	0.257761975988502	0.118835850403299	-0.507895816404062	0.702821901682822	0.601509340352988	0.823629462922719	0.396152027438566	0.958446141010784	0.856191448532455	1.27388915415147	0.873325111894735	1.27388915415147	-0.808298233997379	-0.292021389082961	0.436929934194168	0.591696181440478	-0.0166325735102078	-0.436929934194168	-2.46994153713351	-0.570504220945486	-1.10729978429405	0.292021389082961	0.591696181440478	0.118835850403299	0.36352034712513	0.197168843312015	-0.0169374873298715	0.118835850403299	0.327561490075168	0.474511589931084	0.0610161040663831	-0.591696181440478	-0.153025230720712	0.228674184315352	-0.632550796424065	0.399955641095474	0.591696181440478	-0.0920993674791926
"15Oki14"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	7.587367222	7.763907604	1.484333126	0.048705695	6.851602931	3.136323967	-0.547902458	0.399048062	0.724544018	0.576147458	1.411461189	0.19008124923525	-0.832764190598612	-1.38480593021113	-1.07185807450225	-1.09738553339788	-1.20105535440021	-0.399287789011251	-1.90791322849767	-0.592070052883428	-1.06571982718111	-1.31981596688179	-0.808298233997379	-0.512775873815053	-0.292021389082961	-0.535297038717803	-1.01352217269844	0.717650238259779	-1.27388915415147	0.474511589931084	0.327561490075168	-0.43725669130992	-0.76219111878445	0.084784857149159	0.148695353373685	-0.219540962082822	0.36352034712513	0.25684646731159	-0.717650238259779	0.512775873815053	-1.16175811606154	-1.27388915415147	0.632550796424065	0.36352034712513	0.292021389082961	-0.646708575231264	-0.474511589931084	0.118835850403299	-0.849462440754496	-0.327561490075168	0.36352034712513	0.22198658770862	0.250862841537598
"15Oki15"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	4.278152058	10.28120253	0.613762055	-0.176817647	8.254679741	3.323870514	-0.605120493	0.517630948	0.921422061	0.756885132	1.243222097	0.349003637148508	1.24176217298184	1.2663826891951	1.01352217269844	0.501026063611798	0.856191448532455	-0.304823839565212	1.26276958519199	1.74815917237564	1.30964225321696	0.273123822293703	1.27388915415147	0.436929934194168	1.44432118724339	0.44708449258435	0.632550796424065	-1.27388915415147	-0.674489750196082	0.762191118784449	0.118835850403299	2.73500261601517	-1.20105535440021	1.35419029119403	-1.29465346250215	1.39558568849024	0.674489750196082	0.292021389082961	1.82787997146209	-0.084784857149159	1.41043668164285	-0.327561490075168	0.327561490075168	0.958446141010784	0.153025230720712	2.69575352457126	-0.436929934194168	-2.46994153713351	-0.028952839349837	-1.44432118724339	0.674489750196082	0.36352034712513	0.765842328936334
"15Oki16"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	6.400209388	9.004103487	1.125293504	-0.038754813	7.666074978	3.223700816	-0.636608314	0.437212318	0.705417196	0.565348212	1.349774236	0.500163479891024	-1.0430785388539	-1.53428078993666	-1.82787997146209	-1.32744588556769	-1.54800280313833	-0.683501820715283	-0.141593808517595	-1.32574074857831	-0.389324441752408	-0.690991667906856	-0.084784857149159	0.118835850403299	0.327561490075168	-0.290478567884477	0.187394478615095	-0.906134125372923	-1.54800280313833	1.27388915415147	0.717650238259779	1.05049716071171	-0.632550796424065	0.0508319147368236	-1.03400853745889	-0.730232107233146	1.20105535440021	0.717650238259779	0.187394478615095	0.551806284538574	0.197108704000066	-0.512775873815053	0.512775873815053	1.27388915415147	0.906134125372923	1.03619126427073	-1.01352217269844	-1.54800280313833	-0.549232694542459	-1.54800280313833	1.44432118724339	0.762191118784449	0.926661604945485
"15Oki17"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	7.317839997	8.267580775	1.49596046	0.088762585	7.548152986	3.132652957	-0.529248767	0.445250833	0.945075484	0.782035199	1.314233039	-0.187606379522444	1.17435582194848	1.33892348477148	1.54800280313833	0.0198943352702856	0.717650238259779	-1.10016485736848	-1.05572008670198	0.0569693609812165	-0.157734912997712	-0.960233952879691	0.25684646731159	-1.07185807450225	0.292021389082961	-1.56149116311139	0.717650238259779	0.187394478615095	-1.44432118724339	1.35419029119403	0.512775873815053	0.330656065715835	-0.399955641095474	-0.958446141010785	-0.808747724654729	0.11728763208946	1.07185807450225	0.512775873815053	0.674489750196082	0.436929934194168	0.809722925437717	-0.25684646731159	1.35419029119403	1.35419029119403	0.512775873815053	0.222059228929668	-0.36352034712513	-0.436929934194168	-1.1215172226376	-1.20105535440021	1.20105535440021	0.551806284538574	-0.216536430766978
"15Oki19"	2015	"Acropora"	"aff."	"cytherea"	"Testing"	6.497754127	9.228690062	1.657455948	0.263756294	8.442235949	3.390518953	-0.607051384	0.869354294	0.792574178	0.658313707	1.335807846	0.769630705777255	0.796440337389008	1.14617686243337	-0.856191448532455	0.455872599546155	-0.084784857149159	0.977308012974433	0.121975854730306	-0.0761829856784287	-0.517147078914626	0.340357756351611	-0.399955641095474	0.327561490075168	-0.327561490075168	0.401999991988499	2.46994153713351	-0.436929934194168	1.54800280313833	-0.474511589931084	-0.292021389082961	1.21770008145026	0.0169374873298716	-0.436929934194168	0.259651389365834	0.796214427196209	-0.399955641095474	-0.22198658770862	2.0481986310469	-0.187394478615095	2.21191649030946	1.67164373801575	-0.474511589931084	-0.22198658770862	-0.153025230720712	1.51854942049015	0.327561490075168	-1.01352217269844	1.54813046278355	0.436929934194168	-0.591696181440478	-0.327561490075168	-1.11829165227656
"15Oki21"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	8.558406089	7.663847571	1.725407027	0.127561855	6.661609479	3.06550678	-0.483195491	0.368838692	0.716395099	0.613352821	1.302303585	-1.56058156115979	-0.944450096362188	-0.349572895188039	-0.0508319147368236	0.0151340569672281	-0.0508319147368236	0.529764238706663	-2.68686254832941	-0.439101823756222	-0.950108571981492	-2.28447402174695	-0.36352034712513	-1.44432118724339	0.084784857149159	-1.5589711243815	-0.399955641095474	0.36352034712513	-1.13409009800807	0.808298233997379	0.551806284538574	-0.480788577459081	-0.591696181440478	-0.76219111878445	-0.695866908338899	-0.81982063686049	0.717650238259779	0.551806284538574	-0.551806284538574	0.906134125372923	-0.377135910679345	-1.35419029119403	0.906134125372923	0.808298233997379	0.591696181440478	-0.505430344854232	-0.512775873815053	0.187394478615095	-1.54762985794287	-0.906134125372923	0.717650238259779	0.512775873815053	-0.175640847459888
"15Oki22"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	7.199261997	9.432410127	1.798095032	0.118661269	9.195717212	3.495305677	-0.781422092	0.820113366	0.718837807	0.598755198	1.352506082	-0.619699084878745	-1.4216649227347	-1.11202888882833	-1.01352217269844	-1.0131963432469	-1.67164373801575	-1.11900859887154	-0.196901711949125	-0.592105712321627	-0.884040893641612	-0.37998504979637	-1.20105535440021	-0.674489750196082	-1.20105535440021	-0.945850730866262	1.54800280313833	1.54800280313833	-0.0169374873298715	0.292021389082961	0.36352034712513	0.782783672959029	-1.44432118724339	0.22198658770862	-0.357907507885035	0.526302206235283	0.474511589931084	0.399955641095474	1.54800280313833	0.762191118784449	1.57371954404011	1.82787997146209	0.762191118784449	0.474511589931084	0.551806284538574	1.39534747026657	-0.292021389082961	-1.27388915415147	1.72093734497362	-0.187394478615095	0.292021389082961	0.25684646731159	-2.08357027612962
"15Oki23"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	7.566616197	8.013579802	1.601982048	0.104446385	7.693931581	3.253168831	-0.677294423	0.601668907	0.691273736	0.557020198	1.312574047	-0.91825960363159	-0.218991060278067	-0.530830683338182	-2.46994153713351	-1.1863935708734	-2.0481986310469	-0.426933817336354	-1.12842139336611	-0.641327095939754	-1.49244634328313	-1.10220091182254	-1.27388915415147	-0.551806284538574	-1.01352217269844	-1.39630913550244	0.762191118784449	0.762191118784449	-0.474511589931084	0.512775873815053	0.436929934194168	-0.513263877602475	-0.187394478615095	-1.07185807450225	-0.100647672335806	-1.65596872910061	0.512775873815053	0.36352034712513	0.25684646731159	0.632550796424065	0.146195473301327	0.762191118784449	0.674489750196082	0.512775873815053	0.36352034712513	-0.24112972819039	-0.327561490075168	-0.0169374873298715	0.527713139557848	-0.36352034712513	0.551806284538574	0.436929934194168	-0.2800892607733
"15Oki24"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	6.779755987	9.784726297	1.594872763	0.170369769	9.44042296	3.58053813	-0.781538333	0.905127326	0.794167247	0.647230262	1.346539215	-0.872417685739619	0.358073981028586	0.382062485279919	-0.512775873815053	-0.277132857441219	-0.717650238259779	0.481886612700881	-0.0821743592638215	0.0927866061630024	-0.581538214653173	-0.217142819056317	-0.958446141010785	-0.22198658770862	-0.856191448532455	-0.780664889156364	0.808298233997379	1.01352217269844	0.474511589931084	0.187394478615095	0.153025230720712	1.51338016336929	-0.808298233997379	0.436929934194168	0.0292135001925234	0.440443445108502	0.25684646731159	0.187394478615095	2.46994153713351	0.187394478615095	2.22326548250834	2.46994153713351	0.292021389082961	0.25684646731159	0.327561490075168	1.6829931575588	-0.22198658770862	-1.44432118724339	1.7277878165624	-0.0508319147368236	0.153025230720712	0.118835850403299	-1.13654273832443
"15Oki25"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	6.61968383	8.757042351	1.076655011	-0.055661136	7.774468753	3.229608918	-0.575966133	0.495140194	0.788459654	0.651568036	1.39993255	-0.407455669842299	-0.485990859453213	-0.347891766793238	0.762191118784449	0.554736097387641	0.674489750196082	-0.161255995112193	-0.553299764191191	-0.269583026972836	0.18191870927842	-0.494884601983969	0.512775873815053	-0.118835850403299	0.674489750196082	-0.559222145794246	1.35419029119403	-1.01352217269844	-0.717650238259779	1.07185807450225	0.762191118784449	0.958884894269349	-1.54800280313833	-0.674489750196082	-1.83140206433277	0.0140849541945263	0.958446141010784	1.01352217269844	0.474511589931084	0.717650238259779	0.0313870089189448	-0.187394478615095	0.436929934194168	1.01352217269844	0.762191118784449	0.665514893682787	-1.20105535440021	-1.20105535440021	-0.516593402892923	-1.82787997146209	1.07185807450225	1.07185807450225	-1.16162750807162
"15Oki26"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	6.294840912	8.221476511	1.239118448	0.114794025	7.117406231	3.088032749	-0.53829914	0.474278964	0.812719685	0.674823307	1.233720721	-1.53902209991561	0.905184216017894	1.02665831811162	-0.153025230720712	-0.0308167913161505	-0.399955641095474	-0.223863971104418	-0.647304765858269	0.207208507253713	0.0822142245846853	-0.0291396318415234	0.084784857149159	-0.36352034712513	0.399955641095474	-1.10836277754691	2.0481986310469	0.22198658770862	-0.906134125372923	0.632550796424065	0.474511589931084	0.294322086986427	-0.512775873815053	-0.906134125372923	-0.84814389933317	-0.798592781166425	0.551806284538574	0.474511589931084	0.551806284538574	0.22198658770862	0.631058058585386	-0.22198658770862	0.551806284538574	0.674489750196082	0.436929934194168	0.026267383727855	-0.551806284538574	-0.187394478615095	-1.26775178790418	-0.717650238259779	0.591696181440478	0.474511589931084	-0.101326040517537
"15Oki27"	2015	"Acropora"	"aff."	"cytherea"	"Testing"	7.44385091	8.950185965	1.66492936	0.151152432	7.956098147	3.25107313	-0.689072375	0.699327114	0.746944606	0.609166653	1.461272955	0.936683449818042	-0.285629701959595	-0.293743477349464	-0.906134125372923	-0.222699245873431	-0.551806284538574	0.0123317123516263	-0.377956738590582	-1.07001462200264	-1.1252675788171	-0.57200948583434	-0.632550796424065	-0.153025230720712	-0.153025230720712	-0.283680614435174	1.67164373801575	0.591696181440478	0.674489750196082	0.0508319147368236	0.187394478615095	0.919755214800682	-0.084784857149159	-0.084784857149159	0.66904350726753	-0.3418157610935	-0.0169374873298715	0.153025230720712	1.20105535440021	0.118835850403299	1.25576082779805	0.674489750196082	0.084784857149159	0.084784857149159	0.187394478615095	1.20637230959447	-0.084784857149159	-0.958446141010785	1.57380145223882	-0.0169374873298715	0.0508319147368236	0.153025230720712	-0.494676857803242
"15Oki29"	2015	"Acropora"	"aff."	"bifurcata"	"Testing"	8.864865459	8.558170182	1.564111849	0.014556632	7.726342553	3.286486679	-0.781179169	0.643076103	0.704808751	0.571752083	1.40323675	-1.31295041571689	-0.800773350212605	-0.955571673707781	-0.25684646731159	0.391495841178128	0.474511589931084	1.47469155175424	-1.04082448591837	-1.36685230908169	-1.56025229420446	-1.57685354670582	-0.674489750196082	-0.25684646731159	-0.512775873815053	-0.28913901731644	-1.44432118724339	0.674489750196082	-1.35419029119403	0.399955641095474	1.07185807450225	-0.177810154841838	-1.13409009800807	-0.512775873815053	-0.879019821231009	-1.33613128953819	0.327561490075168	0.762191118784449	0.512775873815053	1.13409009800807	0.296781924363754	0.856191448532455	0.399955641095474	0.292021389082961	1.01352217269844	0.359895910033343	-1.27388915415147	-0.674489750196082	1.23690624910894	-0.399955641095474	0.474511589931084	1.01352217269844	-0.646887875593536
"15Oki40"	2015	"Acropora"	"aff."	"hyacinthus"	"Testing"	7.276013361	7.583475873	1.536526079	0.122813219	7.471791133	3.103278565	-0.414400468	0.40036349	0.819019944	0.684108548	1.475650626	-0.834288663195771	-0.801704900684652	-0.577622901997824	1.82787997146209	0.639559452671192	1.82787997146209	-1.5488376209725	-0.965269264591524	-0.333896212980464	-0.550177504129027	-1.83973544181031	0.436929934194168	-0.906134125372923	0.591696181440478	-0.630669568016159	-0.717650238259779	-0.399955641095474	-0.591696181440478	-0.187394478615095	-0.436929934194168	-1.03198418889052	0.22198658770862	0.25684646731159	0.182752656919019	1.15268538576352	-0.187394478615095	-0.551806284538574	-0.856191448532455	-0.327561490075168	-1.22645275828958	-0.474511589931084	-0.22198658770862	-0.187394478615095	-0.399955641095474	-1.21261819291776	0.399955641095474	0.436929934194168	-1.18491361232653	0.187394478615095	-0.292021389082961	-0.591696181440478	0.0397638673576705
"18Oki01"	2018	"Acropora"	"aff."	"hyacinthus"	"Training"	3.68445507	6.743438869	1.089979662	0.302021737	6.773310489	3.040603941	-0.268884439	0.592291712	0.93892558	0.76915581	1.260402818	0.336129128886238	1.77216642671227	1.79782559191361	1.20105535440021	1.37159311518958	1.35419029119403	0.561545451881331	1.4538793611158	1.79671375053228	1.55144276657851	1.24590560598327	2.0481986310469	1.54800280313833	1.82787997146209	1.57243453478818	-0.906134125372923	-2.0481986310469	1.27388915415147	-1.35419029119403	-1.01352217269844	-1.60379336164451	1.67164373801575	-0.717650238259779	0.26865299097216	0.468082583069549	-1.44432118724339	-1.07185807450225	-1.44432118724339	-1.35419029119403	-1.24860114143122	-0.591696181440478	-2.0481986310469	-1.13409009800807	-1.20105535440021	-1.83112532302441	0.762191118784449	1.82787997146209	-1.07861548089702	0.591696181440478	-1.35419029119403	-0.958446141010785	1.49958818351371
